X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y (output)
75,9,3.2,2.8,3,11.14,675,2800,6048,0.46,37.33,37.33,420,115.6
31,11,3,3,3,10.2,341,1725,3069,0.56,55.6,111.3,390,119.2
32,7,3,3,2.5,11.13,224,1225,2016,0.6,38.28,76.56,370,115.5
45,6,3,3,2.5,13.12,270,1075,2430,0.44,23.88,23.88,310,125.6
51,12.62082173,3.3,3,3,14.58416435,455,2425,4505,0.53,59.14,118.29,290,121.8
9,8,2,2,3,13.15,72,325,288,1.13,36.11,36.11,360,120.1
41,12.59687965,3.5,3,3,12.61937593,414,2000,4347,0.46,48.78,48.78,345,116
35,8,3,3,3,12.54,280,1500,2520,0.59,41.7,41.7,370,119.1
44,12.57330591,2.5,3,3,13.01466118,434,1600,3135,0.51,36.36,72.72,320,97.4
33,10,3,3,3,13.01466118,310,1500,2970,0.5,46.96,93.93,330,112.3
80,15,4.2,3.2,3,13.01466118,1200,7575,16128,0.46,96.68,189.3,310,114.1
24,1.39,3,3,2.76,13.16,63,33.46,567,0.057,1.39,2.78,305,115.1
50,9,3.5,3,3,13.7,450,2050,4725,0.43,41,82,440,118
40,9,3.5,3,3,13.7,360,1350,3780,0.35,33.77,33.77,260,119
39,10,4,3,3,13.7,390,1875,4680,0.4,48.07,96.15,370,116.1
32,7,3.5,3,3,14.11,224,750,2352,0.31,23.43,46.87,320,112.4
35,9,3.5,3,3,14.19,315,1350,3307.5,0.4,40,40,290,120.3
50,9,3.3,3,3,15.18,450,2125,4725,0.44,42.5,85,380,110.1
11,8,3,3,3,15.17,88,300,792,0.37,27.27,54.54,290,117.1
60,10.5,4,3.2,3,16.14,630,3500,8064,0.43,58.33,116.66,340,91.7
50,10,4,3,3,16.14,500,2625,6000,0.43,52.5,105,320,115.5
70,15,4,3,3,16.14,1050,5325,12600,0.52,76.07,152.14,330,120.7
40,6,3.5,3,3,17.13,240,1100,2520,0.43,27.5,27.5,310,115.6
68,15,4.2,3.2,3,18.68,1020,5400,13708,0.39,79.41,158.82,370,92.7
27,10,3.5,3,3,18.68,270,1300,2835,0.45,48.14,96.29,390,132.3
27,10,3.5,3,3,18.68,270,1275.75,2835,0.45,48.14,96.29,320,97.4
91,10,3.5,3,3,18.68,910,4350,9555,0.45,47.8,47.8,480,87.1
43,4,3.2,2.8,2.5,16.78,172,450,1541.12,0.3,10.46,10.46,330,98.8
